Store_Dept_Date,Weekly_Sales
11_11_2012-11-30,20456.3198
11_12_2012-11-30,3862.7628999999997
11_13_2012-11-30,37283.559100000006
11_14_2012-11-30,46278.7482
11_16_2012-11-30,3912.5818000000004
11_17_2012-11-30,16043.046600000001
11_18_2012-11-30,38412.37509999999
11_19_2012-11-30,2016.3753999999994
11_20_2012-11-30,9267.797899999998
11_21_2012-11-30,9409.2593
11_22_2012-11-30,18918.2491
11_23_2012-11-30,39387.19010000001
11_24_2012-11-30,11513.543799999996
11_25_2012-11-30,13488.942399999994
11_26_2012-11-30,11206.487099999995
11_27_2012-11-30,3075.6410999999994
11_28_2012-11-30,1490.4728000000005
11_29_2012-11-30,9751.981800000007
11_30_2012-11-30,5523.051800000002
11_31_2012-11-30,2913.016199999998
11_32_2012-11-30,10637.663799999997
11_33_2012-11-30,11153.110700000003
11_34_2012-11-30,23107.5643
11_35_2012-11-30,4034.7205000000004
11_36_2012-11-30,3067.6002000000003
11_37_2012-11-30,3953.4820999999993
11_38_2012-11-30,71670.0284
11_40_2012-11-30,54019.43570000001
11_41_2012-11-30,1912.8080999999993
11_42_2012-11-30,6269.521200000001
11_44_2012-11-30,8832.639299999999
11_46_2012-11-30,24625.1217
11_49_2012-11-30,9110.957000000002
11_52_2012-11-30,5181.234600000004
11_54_2012-11-30,61.61360000000005
11_55_2012-11-30,27783.426700000018
11_56_2012-11-30,1104.3833000000006
11_58_2012-11-30,2849.235
11_59_2012-11-30,1332.4496000000001
11_60_2012-11-30,211.60489999999984
11_67_2012-11-30,9684.445999999993
11_71_2012-11-30,9741.429900000003
11_72_2012-11-30,85739.87399999997
11_74_2012-11-30,21817.85609999998
11_79_2012-11-30,27946.22699999999
11_80_2012-11-30,12849.267599999997
11_81_2012-11-30,12383.041200000001
11_82_2012-11-30,22046.533799999994
11_83_2012-11-30,2730.7086
11_85_2012-11-30,1472.8026
11_87_2012-11-30,17406.65320000001
11_90_2012-11-30,50136.092999999986
11_91_2012-11-30,36486.706999999995
11_92_2012-11-30,77716.81779999996
11_93_2012-11-30,31733.149699999994
11_94_2012-11-30,33323.1858
11_95_2012-11-30,66941.26079999999
11_96_2012-11-30,25200.726100000018
11_97_2012-11-30,14615.969800000003
11_98_2012-11-30,12342.17569999999
11_1_2012-12-07,48276.03669999996
11_2_2012-12-07,57306.0543
11_3_2012-12-07,15860.990899999992
11_4_2012-12-07,30185.143199999988
11_5_2012-12-07,52422.42029999999
11_6_2012-12-07,6812.961700000002
11_7_2012-12-07,85239.39080000002
11_8_2012-12-07,36210.7824
11_9_2012-12-07,16992.747000000007
11_10_2012-12-07,24171.13230000001
11_11_2012-12-07,23055.019100000012
11_12_2012-12-07,3923.3429999999994
11_13_2012-12-07,41602.93649999998
11_14_2012-12-07,37680.34300000001
11_16_2012-12-07,4880.762399999997
11_17_2012-12-07,18298.57929999999
11_18_2012-12-07,74559.61009999998
11_19_2012-12-07,1766.6277000000002
11_20_2012-12-07,8684.784600000003
11_21_2012-12-07,8952.034000000001
11_22_2012-12-07,18489.739099999995
11_23_2012-12-07,51030.62839999999
11_24_2012-12-07,15275.0826
11_25_2012-12-07,12757.673800000008
11_26_2012-12-07,14266.210399999993
11_27_2012-12-07,5335.378199999999
11_28_2012-12-07,1237.0656999999999
11_29_2012-12-07,14243.0314
11_30_2012-12-07,5042.492599999999
11_31_2012-12-07,4991.622999999998
11_32_2012-12-07,19123.2242
11_33_2012-12-07,16401.283800000012
11_34_2012-12-07,22743.16480000001
11_35_2012-12-07,3925.2591000000016
11_36_2012-12-07,2099.7451000000024
11_37_2012-12-07,3947.6374000000005
11_38_2012-12-07,76388.04990000001
11_40_2012-12-07,55851.652
11_41_2012-12-07,2787.1361999999995
11_42_2012-12-07,6533.242900000001
11_44_2012-12-07,8682.854299999994
11_46_2012-12-07,32533.72890000001
11_49_2012-12-07,9124.770300000004
11_52_2012-12-07,3661.480499999997
11_54_2012-12-07,66.88840000000008
11_55_2012-12-07,19229.946399999997
11_56_2012-12-07,6176.720000000004
11_58_2012-12-07,2931.0043999999994
11_59_2012-12-07,5836.849400000001
11_60_2012-12-07,534.2899999999997
11_67_2012-12-07,14098.768299999987
11_71_2012-12-07,9730.893699999997
11_72_2012-12-07,75610.96220000001
11_74_2012-12-07,21842.871199999998
11_79_2012-12-07,36740.286299999985
11_80_2012-12-07,14557.0833
11_81_2012-12-07,12992.905299999991
11_82_2012-12-07,45434.80289999997
11_83_2012-12-07,3196.355799999999
11_85_2012-12-07,3088.2640999999985
11_87_2012-12-07,16865.066000000003
11_90_2012-12-07,53217.721599999975
11_91_2012-12-07,43896.33509999999
11_92_2012-12-07,89352.37479999999
11_93_2012-12-07,37813.19469999996
11_94_2012-12-07,33597.564600000034
11_95_2012-12-07,72515.92779999998
11_96_2012-12-07,21347.68730000002
11_97_2012-12-07,17384.35650000001
11_98_2012-12-07,11166.482900000012
11_99_2012-12-07,2057.0027
11_1_2012-12-14,41871.10259999997
11_2_2012-12-14,54161.487499999974
11_3_2012-12-14,18660.246500000005
11_4_2012-12-14,29847.267299999985
11_5_2012-12-14,67321.92690000002
11_6_2012-12-14,10102.143699999997
11_7_2012-12-14,95069.23110000003
11_8_2012-12-14,37438.817699999985
11_9_2012-12-14,14964.539700000001
11_10_2012-12-14,23008.1647
11_11_2012-12-14,23091.010600000023
11_12_2012-12-14,3340.4813999999974
11_13_2012-12-14,37758.32080000001
11_14_2012-12-14,38258.963200000006
11_16_2012-12-14,3249.9131999999995
11_17_2012-12-14,18576.82419999999
11_18_2012-12-14,55730.386300000006
11_19_2012-12-14,1823.2509
11_20_2012-12-14,7912.451000000001
11_21_2012-12-14,9662.831299999998
11_22_2012-12-14,21705.042400000013
11_23_2012-12-14,52886.49090000002
11_24_2012-12-14,14559.922000000004
11_25_2012-12-14,12058.204499999998
11_26_2012-12-14,16546.6858
11_27_2012-12-14,5272.913700000001
11_28_2012-12-14,1682.5939999999994
11_29_2012-12-14,13508.931400000009
11_30_2012-12-14,5399.958500000003
11_31_2012-12-14,5143.305399999996
11_32_2012-12-14,19773.2485
11_33_2012-12-14,15187.433900000002
11_34_2012-12-14,23867.613200000003
11_35_2012-12-14,4252.6008
11_36_2012-12-14,3141.9268000000006
11_37_2012-12-14,4019.316299999997
11_38_2012-12-14,74837.65909999999
11_40_2012-12-14,54255.76289999998
11_41_2012-12-14,2522.2547
11_42_2012-12-14,6055.1250999999975
11_44_2012-12-14,8205.973999999995
11_46_2012-12-14,33983.814300000005
11_49_2012-12-14,9360.519000000004
11_52_2012-12-14,3077.9092999999993
11_54_2012-12-14,77.52580000000007
11_55_2012-12-14,24917.24610000001
11_56_2012-12-14,5403.886699999997
11_58_2012-12-14,2568.175
11_59_2012-12-14,5895.122200000003
11_60_2012-12-14,534.5399999999998
11_67_2012-12-14,20059.61980000003
11_71_2012-12-14,9770.642399999997
11_72_2012-12-14,85212.09429999995
11_74_2012-12-14,21001.235299999993
11_79_2012-12-14,32273.53370000001
11_80_2012-12-14,13552.396699999998
11_81_2012-12-14,12644.987900000002
11_82_2012-12-14,51599.057300000015
11_83_2012-12-14,3130.583600000001
11_85_2012-12-14,3825.4169999999986
11_87_2012-12-14,17443.047900000005
11_90_2012-12-14,52545.1557
11_91_2012-12-14,43123.681800000006
11_92_2012-12-14,87433.18800000002
11_93_2012-12-14,38209.07789999996
11_94_2012-12-14,31543.999300000007
11_95_2012-12-14,72928.81829999994
11_96_2012-12-14,20750.059900000022
11_97_2012-12-14,17091.397999999997
11_98_2012-12-14,12507.231299999987
11_99_2012-12-14,1838.9147999999998
11_1_2012-12-21,51409.130999999994
11_2_2012-12-21,55736.123199999965
11_3_2012-12-21,20839.20300000001
11_4_2012-12-21,30271.49099999999
11_5_2012-12-21,75329.16139999998
11_6_2012-12-21,18278.698399999983
11_7_2012-12-21,94590.98769999998
11_8_2012-12-21,40174.31979999996
11_9_2012-12-21,19576.05790000001
11_10_2012-12-21,23647.47080000001
11_11_2012-12-21,23300.312800000025
11_12_2012-12-21,3379.8805999999995
11_13_2012-12-21,38673.05470000002
11_14_2012-12-21,48909.07479999996
11_16_2012-12-21,3675.678399999998
11_17_2012-12-21,22633.491800000003
11_18_2012-12-21,45588.403
11_19_2012-12-21,1754.2872000000007
11_20_2012-12-21,8743.538700000003
11_21_2012-12-21,11925.270900000001
11_22_2012-12-21,23893.233799999998
11_23_2012-12-21,76243.2079
11_24_2012-12-21,18932.2383
11_25_2012-12-21,14887.797699999981
11_26_2012-12-21,16578.838099999983
11_27_2012-12-21,7052.064700000002
11_28_2012-12-21,1842.646099999999
11_29_2012-12-21,21002.356300000018
11_30_2012-12-21,5806.862400000001
11_31_2012-12-21,6614.0093
11_32_2012-12-21,45840.49419999998
11_33_2012-12-21,20432.33230000003
11_34_2012-12-21,26365.96069999999
11_35_2012-12-21,4788.0319
11_36_2012-12-21,3061.2785
11_37_2012-12-21,4013.294399999999
11_38_2012-12-21,71282.7932
11_40_2012-12-21,55130.904699999985
11_41_2012-12-21,4449.502000000001
11_42_2012-12-21,6339.5016
11_44_2012-12-21,8476.345999999992
11_46_2012-12-21,53084.650499999945
11_47_2012-12-21,-27.135900000000003
11_49_2012-12-21,8946.891500000002
11_52_2012-12-21,2789.1402999999996
11_54_2012-12-21,81.56420000000008
11_55_2012-12-21,24568.065499999982
11_56_2012-12-21,2124.6742000000017
11_58_2012-12-21,3249.225
11_59_2012-12-21,21226.164899999992
11_60_2012-12-21,444.30800000000005
11_67_2012-12-21,24057.947799999994
11_71_2012-12-21,10502.914500000003
11_72_2012-12-21,81542.55859999996
11_74_2012-12-21,21481.145699999983
11_79_2012-12-21,33966.6783
11_80_2012-12-21,13506.9802
11_81_2012-12-21,12483.206500000006
11_82_2012-12-21,68573.65840000003
11_83_2012-12-21,3055.4674
11_85_2012-12-21,4356.769400000002
11_87_2012-12-21,17296.39480000001
11_90_2012-12-21,53065.1121
11_91_2012-12-21,41193.2877
11_92_2012-12-21,86766.14750000002
11_93_2012-12-21,39289.4402
11_94_2012-12-21,33040.21620000002
11_95_2012-12-21,72955.84779999999
11_96_2012-12-21,23312.020000000015
11_97_2012-12-21,16809.226399999996
11_98_2012-12-21,15125.849099999983
11_99_2012-12-21,1490.4022
11_1_2012-12-28,22464.829400000002
11_2_2012-12-28,55359.03779999999
11_3_2012-12-28,12747.060499999987
11_4_2012-12-28,32422.724799999967
11_5_2012-12-28,84752.42210000001
11_6_2012-12-28,19696.158799999994
11_7_2012-12-28,57192.07240000001
11_8_2012-12-28,36135.89210000001
11_9_2012-12-28,19261.454400000002
11_10_2012-12-28,22614.201100000013
11_11_2012-12-28,19314.097599999994
11_12_2012-12-28,3346.930499999998
11_13_2012-12-28,36492.058
11_14_2012-12-28,52433.972799999974
11_16_2012-12-28,3597.6942999999983
11_17_2012-12-28,16464.829999999998
11_18_2012-12-28,27466.394100000005
11_19_2012-12-28,1574.0255000000004
11_20_2012-12-28,8550.061599999992
11_21_2012-12-28,8495.466199999997
11_22_2012-12-28,26700.225499999986
11_23_2012-12-28,43387.59130000001
11_24_2012-12-28,17088.408600000002
11_25_2012-12-28,13173.243399999988
11_26_2012-12-28,17330.347299999998
11_27_2012-12-28,3542.9821999999986
11_28_2012-12-28,1895.9300999999991
11_29_2012-12-28,10515.800099999993
11_30_2012-12-28,5704.367299999995
11_31_2012-12-28,3201.2673000000027
11_32_2012-12-28,17001.096899999993
11_33_2012-12-28,7332.485100000002
11_34_2012-12-28,23539.592200000003
11_35_2012-12-28,3831.733800000002
11_36_2012-12-28,3450.6888000000017
11_37_2012-12-28,3910.318900000001
11_38_2012-12-28,63093.77920000005
11_40_2012-12-28,53842.83270000006
11_41_2012-12-28,1789.3862
11_42_2012-12-28,6501.512599999996
11_44_2012-12-28,7003.6502999999975
11_46_2012-12-28,36935.33649999997
11_47_2012-12-28,141.2988
11_49_2012-12-28,8742.621200000005
11_52_2012-12-28,2825.283099999998
11_54_2012-12-28,110.67639999999997
11_55_2012-12-28,44013.05210000003
11_56_2012-12-28,1169.3295999999998
11_58_2012-12-28,3419.785
11_59_2012-12-28,9254.457200000003
11_60_2012-12-28,209.64000000000016
11_67_2012-12-28,11700.194999999983
11_71_2012-12-28,10971.921500000006
11_72_2012-12-28,90995.43999999999
11_74_2012-12-28,26401.6309
11_79_2012-12-28,28536.3147
11_80_2012-12-28,13520.971999999998
11_81_2012-12-28,12240.806899999989
11_82_2012-12-28,39111.57419999999
11_83_2012-12-28,2738.2581000000005
11_85_2012-12-28,2670.2770000000005
11_87_2012-12-28,17570.022000000008
11_90_2012-12-28,48076.34279999998
11_91_2012-12-28,32120.333200000023
11_92_2012-12-28,79927.31539999996
11_93_2012-12-28,32857.225199999986
11_94_2012-12-28,33287.15769999999
11_95_2012-12-28,63771.786099999954
11_96_2012-12-28,26325.669600000005
11_97_2012-12-28,14330.115299999996
11_98_2012-12-28,11940.668299999994
11_99_2012-12-28,1829.9089000000001
11_1_2013-01-04,13475.276599999994
11_2_2013-01-04,57910.10590000001
11_3_2013-01-04,16745.2287
11_4_2013-01-04,31277.07950000003
11_5_2013-01-04,34182.320100000026
11_6_2013-01-04,3786.7801
11_7_2013-01-04,17555.537599999985
11_8_2013-01-04,36687.903299999976
11_9_2013-01-04,14723.951200000001
11_10_2013-01-04,21603.666099999995
11_11_2013-01-04,17300.94309999999
11_12_2013-01-04,3592.050000000001
11_13_2013-01-04,44018.74549999999
11_14_2013-01-04,24054.049400000007
11_16_2013-01-04,4620.982000000001
11_17_2013-01-04,12688.639399999991
11_18_2013-01-04,9928.2079
11_19_2013-01-04,1438.0909000000006
11_20_2013-01-04,9190.202799999997
11_21_2013-01-04,6952.506799999999
11_22_2013-01-04,14574.230200000002
11_23_2013-01-04,28676.349000000035
11_24_2013-01-04,6047.852299999999
11_25_2013-01-04,8170.324500000005
11_26_2013-01-04,6885.298199999997
11_27_2013-01-04,2666.8861000000006
11_28_2013-01-04,1117.6066000000003
11_29_2013-01-04,9340.881400000004
11_30_2013-01-04,4942.039699999999
11_31_2013-01-04,2267.6016000000013
11_32_2013-01-04,8162.043400000002
11_33_2013-01-04,5699.620799999997
11_34_2013-01-04,17244.158900000002
11_35_2013-01-04,2949.4530000000022
11_36_2013-01-04,2070.8893000000007
11_37_2013-01-04,3633.9681999999984
11_38_2013-01-04,83273.85370000004
11_40_2013-01-04,58419.2854
11_41_2013-01-04,823.1434000000005
11_42_2013-01-04,6326.595100000002
11_44_2013-01-04,4862.389900000001
11_45_2013-01-04,31.803900000000002
11_46_2013-01-04,24507.128100000016
11_49_2013-01-04,9416.474899999996
11_52_2013-01-04,2580.474099999998
11_54_2013-01-04,87.84320000000001
11_55_2013-01-04,17092.734900000003
11_56_2013-01-04,460.7712999999999
11_58_2013-01-04,4113.7692
11_59_2013-01-04,689.6888000000004
11_60_2013-01-04,188.9186999999998
11_67_2013-01-04,7418.883799999997
11_71_2013-01-04,8267.182200000003
11_72_2013-01-04,67966.28210000001
11_74_2013-01-04,29510.6796
11_79_2013-01-04,36502.491999999955
11_80_2013-01-04,13621.040499999994
11_81_2013-01-04,13304.904699999997
11_82_2013-01-04,21592.839
11_83_2013-01-04,3626.9046999999996
11_85_2013-01-04,1649.661700000001
11_87_2013-01-04,15625.37769999999
11_90_2013-01-04,52635.032699999974
11_91_2013-01-04,44695.37499999997
11_92_2013-01-04,86097.2771
11_93_2013-01-04,34792.6087
11_94_2013-01-04,38864.929300000025
11_95_2013-01-04,73221.77430000002
11_96_2013-01-04,22269.99470000001
11_97_2013-01-04,17104.21909999999
11_98_2013-01-04,9133.386099999998
11_99_2013-01-04,572.0052000000001
11_1_2013-01-11,13765.831499999997
11_2_2013-01-11,56086.21389999998
11_3_2013-01-11,17191.38919999999
11_4_2013-01-11,29425.778800000015
11_5_2013-01-11,32519.9874
11_6_2013-01-11,3530.377300000001
11_7_2013-01-11,17499.349799999996
11_8_2013-01-11,34432.01
11_9_2013-01-11,13597.9941
11_10_2013-01-11,21641.71680000001
11_11_2013-01-11,17302.614899999993
11_12_2013-01-11,3464.189300000001
11_13_2013-01-11,41500.7567
11_14_2013-01-11,23748.875400000008
11_16_2013-01-11,4584.874599999998
11_17_2013-01-11,12251.511099999996
11_18_2013-01-11,5026.441300000001
11_19_2013-01-11,1690.5660000000018
11_20_2013-01-11,9183.760999999997
11_21_2013-01-11,6437.417199999999
11_22_2013-01-11,14362.202000000001
11_23_2013-01-11,27020.195799999976
11_24_2013-01-11,5898.748
11_25_2013-01-11,8552.125700000006
11_26_2013-01-11,7795.263999999988
11_27_2013-01-11,2532.1936
11_28_2013-01-11,1163.8362000000002
11_29_2013-01-11,9634.063
11_30_2013-01-11,4981.4866999999995
11_31_2013-01-11,2174.4543000000012
11_32_2013-01-11,8295.577300000003
11_33_2013-01-11,5378.248399999998
11_34_2013-01-11,17206.00330000001
11_35_2013-01-11,2821.4877000000015
11_36_2013-01-11,1447.5323
11_37_2013-01-11,3580.135399999998
11_38_2013-01-11,81758.75580000006
11_40_2013-01-11,57815.34530000004
11_41_2013-01-11,792.8551000000003
11_42_2013-01-11,6554.418600000002
11_44_2013-01-11,4795.329100000002
11_46_2013-01-11,24283.7077
11_49_2013-01-11,9511.873599999997
11_52_2013-01-11,3149.0090999999984
11_54_2013-01-11,96.40959999999995
11_55_2013-01-11,13570.0228
11_56_2013-01-11,546.6211000000001
11_58_2013-01-11,3053.4242
11_59_2013-01-11,536.0025
11_60_2013-01-11,385.57669999999996
11_67_2013-01-11,7983.752400000001
11_71_2013-01-11,8020.326800000007
11_72_2013-01-11,66657.4434
11_74_2013-01-11,26760.876199999984
11_79_2013-01-11,30692.687599999997
11_80_2013-01-11,14370.117899999994
11_81_2013-01-11,13260.344000000005
11_82_2013-01-11,20715.14269999999
11_83_2013-01-11,3898.075500000004
11_85_2013-01-11,1621.8835000000013
11_87_2013-01-11,15925.498000000003
11_90_2013-01-11,52924.425799999975
11_91_2013-01-11,45799.83299999999
11_92_2013-01-11,84713.41960000002
11_93_2013-01-11,34488.2409
11_94_2013-01-11,39001.92910000002
11_95_2013-01-11,72933.06660000005
11_96_2013-01-11,21121.725900000012
11_97_2013-01-11,17306.6631
11_98_2013-01-11,9097.515599999999
11_1_2013-01-18,14360.296800000002
11_2_2013-01-18,54260.56410000002
11_3_2013-01-18,17110.194000000003
11_4_2013-01-18,28991.916699999998
11_5_2013-01-18,30397.504399999998
11_6_2013-01-18,3455.0262999999995
11_7_2013-01-18,17957.346199999993
11_8_2013-01-18,33460.68620000002
11_9_2013-01-18,12912.509499999995
11_10_2013-01-18,20755.256500000018
11_11_2013-01-18,16381.953499999998
11_12_2013-01-18,3387.4957000000013
11_13_2013-01-18,40832.08130000002
11_14_2013-01-18,23021.621600000002
11_16_2013-01-18,5141.368899999999
11_17_2013-01-18,12126.806599999996
11_18_2013-01-18,11536.16850000001
11_19_2013-01-18,1658.1438000000019
11_20_2013-01-18,9118.133699999995
11_21_2013-01-18,6491.766699999999
11_22_2013-01-18,14312.2125
11_23_2013-01-18,27029.44819999998
11_24_2013-01-18,6036.4419
11_25_2013-01-18,8256.504000000003
11_26_2013-01-18,8111.786699999993
11_27_2013-01-18,2530.371600000001
11_28_2013-01-18,1147.0150999999996
11_29_2013-01-18,9289.7545
11_30_2013-01-18,5073.868000000001
11_31_2013-01-18,2109.4305000000013
11_32_2013-01-18,9807.362300000006
11_33_2013-01-18,5492.496499999993
11_34_2013-01-18,16777.713300000007
11_35_2013-01-18,2836.825400000002
11_36_2013-01-18,1512.9157
11_37_2013-01-18,3607.9777999999974
11_38_2013-01-18,78996.06180000001
11_40_2013-01-18,57882.45570000008
11_41_2013-01-18,705.3997000000003
11_42_2013-01-18,6548.643500000002
11_44_2013-01-18,4953.9599000000035
11_46_2013-01-18,24411.440700000017
11_49_2013-01-18,9342.064599999998
11_52_2013-01-18,2920.262999999998
11_55_2013-01-18,13676.059
11_56_2013-01-18,613.5020999999998
11_58_2013-01-18,2765.4783999999995
11_59_2013-01-18,422.25510000000014
11_60_2013-01-18,374.42990000000003
11_67_2013-01-18,7789.849200000009
11_71_2013-01-18,7918.248500000009
11_72_2013-01-18,67936.8604
11_74_2013-01-18,26648.84149999999
11_79_2013-01-18,29184.084299999984
11_80_2013-01-18,13658.011799999997
11_81_2013-01-18,12935.7638
11_82_2013-01-18,21023.933099999995
11_83_2013-01-18,4020.655300000002
11_85_2013-01-18,1610.9000000000005
11_87_2013-01-18,15129.9905
11_90_2013-01-18,51353.66759999997
11_91_2013-01-18,44567.68499999998
11_92_2013-01-18,82966.67180000001
11_93_2013-01-18,34002.153000000006
11_94_2013-01-18,36990.01890000002
11_95_2013-01-18,72313.08500000004
11_96_2013-01-18,19771.1907
11_97_2013-01-18,16667.273099999995
11_98_2013-01-18,9404.270299999995
11_1_2013-01-25,15933.71830000001
11_2_2013-01-25,53587.383400000035
11_3_2013-01-25,14888.819599999993
11_4_2013-01-25,28093.879300000008
11_5_2013-01-25,29355.30239999998
11_6_2013-01-25,3125.4031
11_7_2013-01-25,18830.613499999985
11_8_2013-01-25,33007.03830000005
11_9_2013-01-25,13487.628199999996
11_10_2013-01-25,19129.10800000002
11_11_2013-01-25,15403.946100000001
11_12_2013-01-25,3632.7791999999977
11_13_2013-01-25,39525.96780000003
11_14_2013-01-25,21621.470999999987
11_16_2013-01-25,7144.9977
11_17_2013-01-25,12362.129599999995
11_18_2013-01-25,2817.0601
11_19_2013-01-25,1558.290500000001
11_20_2013-01-25,9166.5694
11_21_2013-01-25,6386.5666
11_22_2013-01-25,12847.698800000006
11_23_2013-01-25,27487.49599999997
11_24_2013-01-25,5673.248000000001
11_25_2013-01-25,8619.9485
11_26_2013-01-25,8058.9249999999965
11_27_2013-01-25,2354.387700000001
11_28_2013-01-25,992.8619999999987
11_29_2013-01-25,7983.152599999997
11_30_2013-01-25,5320.128599999996
11_31_2013-01-25,1714.1485000000002
11_32_2013-01-25,7599.154600000004
11_33_2013-01-25,5301.023999999993
11_34_2013-01-25,16534.235100000005
11_35_2013-01-25,3237.744700000002
11_36_2013-01-25,1287.2129999999995
11_37_2013-01-25,3574.5904999999975
11_38_2013-01-25,78138.80110000006
11_40_2013-01-25,56360.32670000003
11_41_2013-01-25,638.4050000000002
11_42_2013-01-25,6534.144300000003
11_44_2013-01-25,4954.851200000001
11_45_2013-01-25,22.93630000000001
11_46_2013-01-25,24030.609100000023
11_49_2013-01-25,9474.616199999995
11_52_2013-01-25,2600.066600000001
11_54_2013-01-25,36.90099999999998
11_55_2013-01-25,10697.7244
11_56_2013-01-25,1627.7790000000011
11_59_2013-01-25,378.93570000000034
11_60_2013-01-25,162.62680000000006
11_67_2013-01-25,7746.051300000008
11_71_2013-01-25,7102.984499999997
11_72_2013-01-25,73158.28529999999
11_74_2013-01-25,24935.235899999992
11_79_2013-01-25,27940.858799999984
11_80_2013-01-25,13012.1302
11_81_2013-01-25,12449.370499999994
11_82_2013-01-25,19857.189199999993
11_83_2013-01-25,3398.259299999999
11_85_2013-01-25,1372.2741
11_87_2013-01-25,15148.133699999995
11_90_2013-01-25,47567.9634
11_91_2013-01-25,38625.34799999999
11_92_2013-01-25,73975.41810000004
11_93_2013-01-25,28948.73029999999
11_94_2013-01-25,34244.18880000005
11_95_2013-01-25,69812.61230000001
11_96_2013-01-25,19122.70569999999
11_97_2013-01-25,15509.137799999993
11_98_2013-01-25,8605.831899999992
11_1_2013-02-01,21245.1396
11_2_2013-02-01,61818.68310000003
11_3_2013-02-01,15400.159799999996
11_4_2013-02-01,30694.33179999999
11_5_2013-02-01,39806.33310000001
11_6_2013-02-01,4557.156
11_7_2013-02-01,27302.646500000017
11_8_2013-02-01,36342.999899999966
11_9_2013-02-01,16251.964199999988
11_10_2013-02-01,23749.1986
11_11_2013-02-01,19236.641699999982
11_12_2013-02-01,4404.640700000003
11_13_2013-02-01,43472.28119999998
11_14_2013-02-01,25913.674099999993
11_16_2013-02-01,11291.573599999994
11_17_2013-02-01,14521.40540000001
11_18_2013-02-01,5828.652200000004
11_19_2013-02-01,1609.1686000000013
11_20_2013-02-01,12016.912799999998
11_21_2013-02-01,7540.249900000001
11_22_2013-02-01,18967.47520000001
11_23_2013-02-01,36438.44299999996
11_24_2013-02-01,8882.1866
11_25_2013-02-01,12760.363499999994
11_26_2013-02-01,13261.942100000002
11_27_2013-02-01,2499.4592000000002
11_28_2013-02-01,1150.1709999999996
11_29_2013-02-01,9989.139300000006
11_30_2013-02-01,7592.630299999995
11_31_2013-02-01,1926.4287999999983
11_32_2013-02-01,11049.867600000007
11_33_2013-02-01,8632.230900000002
11_34_2013-02-01,28056.048200000012
11_35_2013-02-01,4780.227700000004
11_36_2013-02-01,1248.5382
11_37_2013-02-01,4238.512599999996
11_38_2013-02-01,82717.77949999996
11_40_2013-02-01,60862.70080000005
11_41_2013-02-01,788.6966000000003
11_42_2013-02-01,6645.435699999997
11_44_2013-02-01,5887.223699999998
11_46_2013-02-01,29195.92780000001
11_49_2013-02-01,11884.013099999982
11_52_2013-02-01,3370.612299999998
11_54_2013-02-01,74.99440000000007
11_55_2013-02-01,11284.121199999994
11_56_2013-02-01,2682.0791
11_58_2013-02-01,3056.29
11_59_2013-02-01,358.4510000000002
11_60_2013-02-01,243.36259999999996
11_67_2013-02-01,11944.250499999993
11_71_2013-02-01,11569.082099999998
11_72_2013-02-01,86756.41400000008
11_74_2013-02-01,28637.262700000018
11_79_2013-02-01,40448.95289999993
11_80_2013-02-01,14684.408700000004
11_81_2013-02-01,12992.319400000002
11_82_2013-02-01,22408.8974
11_83_2013-02-01,3454.343400000004
11_85_2013-02-01,1473.6326000000013
11_87_2013-02-01,19068.15619999999
11_90_2013-02-01,51064.24010000001
11_91_2013-02-01,41136.06100000001
11_92_2013-02-01,80981.69419999993
11_93_2013-02-01,33449.30209999997
11_94_2013-02-01,35934.12299999998
11_95_2013-02-01,70846.13210000003
11_96_2013-02-01,20456.572600000018
11_97_2013-02-01,15688.2904
11_98_2013-02-01,9600.633499999994
11_99_2013-02-01,428.4454
11_1_2013-02-08,28962.738799999985
11_2_2013-02-08,62942.438400000014
11_3_2013-02-08,15745.477399999989
11_4_2013-02-08,30976.497699999985
11_5_2013-02-08,40479.929200000006
11_6_2013-02-08,4604.429900000002
11_7_2013-02-08,28199.581400000003
11_8_2013-02-08,36862.321599999996
11_9_2013-02-08,16876.427799999994
11_10_2013-02-08,23335.89209999999
11_11_2013-02-08,19095.7366
11_12_2013-02-08,4545.231899999999
11_13_2013-02-08,44374.93019999997
11_14_2013-02-08,27379.592599999978
11_16_2013-02-08,11433.651799999992
11_17_2013-02-08,15018.468500000008
11_18_2013-02-08,10760.763700000001
11_19_2013-02-08,1973.890800000001
11_20_2013-02-08,11686.398099999999
11_21_2013-02-08,7352.217900000004
11_22_2013-02-08,19259.907700000014
11_23_2013-02-08,36538.31649999998
11_24_2013-02-08,9194.750099999997
11_25_2013-02-08,11545.360899999992
11_26_2013-02-08,13626.285100000003
11_27_2013-02-08,2463.295299999999
11_28_2013-02-08,1147.4633000000003
11_29_2013-02-08,10383.330500000007
11_30_2013-02-08,8097.549499999993
11_31_2013-02-08,1986.2288999999992
11_32_2013-02-08,12748.598200000008
11_33_2013-02-08,8975.469900000007
11_34_2013-02-08,27315.229400000015
11_35_2013-02-08,5067.866300000003
11_36_2013-02-08,1811.7276000000004
11_37_2013-02-08,4431.597099999997
11_38_2013-02-08,80701.10019999997
11_40_2013-02-08,60077.06410000005
11_41_2013-02-08,993.6959000000003
11_42_2013-02-08,6165.543799999997
11_44_2013-02-08,6258.585699999999
11_46_2013-02-08,29248.831900000012
11_49_2013-02-08,10946.663599999993
11_52_2013-02-08,3386.5566
11_54_2013-02-08,94.26860000000002
